neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Williamsburg,40.71368,-73.9626,Private room,3,0,,,1,0,60
Manhattan,East Village,40.72956,-73.98158,Entire home/apt,7,5,2019-01-03,0.15,1,231,129
Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,10,49,2019-06-29,0.48,1,152,130
Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,4,132,2019-07-07,1.27,1,46,95
Manhattan,Harlem,40.82888,-73.94307,Private room,3,20,2019-01-02,0.26,1,364,75
Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,2,11,2013-05-02,0.11,1,246,175
Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,3,51,2019-07-01,0.57,1,288,190
Brooklyn,Crown Heights,40.6715,-73.94808,Private room,21,15,2019-06-30,0.15,5,331,49
Manhattan,East Village,40.72681,-73.98534,Entire home/apt,3,67,2019-06-25,1.31,1,51,212
Manhattan,Lower East Side,40.71904,-73.99392,Private room,1,109,2019-06-23,1.11,3,364,95
Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,2,9,2019-02-16,0.11,1,254,140
Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,6,187,2019-06-23,1.87,1,189,135
Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,2,214,2019-06-23,2.08,2,263,150
Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,3,69,2019-07-01,0.79,2,258,190
Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,28,22,2019-06-15,0.26,1,103,124
Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,30,56,2019-05-06,0.56,1,42,135
Manhattan,Morningside Heights,40.80393,-73.95838,Private room,3,93,2019-06-22,0.93,1,246,122
Manhattan,Upper West Side,40.80082,-73.9652,Private room,1,104,2019-06-25,1.05,2,364,109
Manhattan,Harlem,40.82976,-73.94867,Private room,30,64,2018-07-06,0.68,1,318,85
Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,3,127,2019-06-24,1.25,2,72,145
Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,11,30,2019-06-13,0.32,1,249,195
Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,2,106,2019-06-27,1.34,3,272,250
Brooklyn,Greenpoint,40.73119,-73.95578,Private room,3,6,2016-11-13,0.1,1,325,125
Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,2,191,2019-06-20,1.88,1,298,575
Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,30,48,2019-06-11,0.55,1,35,150
Brooklyn,Bushwick,40.70514,-73.91922,Private room,5,47,2019-06-29,0.49,1,203,70
Manhattan,Inwood,40.86713,-73.92811,Private room,2,120,2019-06-30,1.27,1,132,90
Manhattan,East Village,40.73198,-73.98881,Private room,3,52,2019-01-10,0.63,1,5,65
Manhattan,East Village,40.72542,-73.97986,Entire home/apt,2,48,2019-06-16,0.48,4,297,500
Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,3,32,2019-05-24,0.43,2,276,250
Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,25,43,2019-06-17,0.42,1,102,125
Manhattan,West Village,40.72966,-74.00243,Entire home/apt,30,39,2019-06-25,0.44,1,251,200
Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,1,50,2014-05-13,0.5,1,188,229
Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,30,4,2019-01-02,0.35,2,346,90
Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,13,38,2019-02-15,0.39,1,0,110
Brooklyn,Greenpoint,40.72646,-73.95341,Private room,3,29,2019-06-16,0.36,1,15,59
Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,4,59,2019-06-23,0.6,1,71,195
Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,1,68,2019-06-07,0.67,2,215,169
Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,14,26,2015-11-25,0.27,3,253,113
Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,14,31,2012-08-22,0.31,1,78,250
Queens,Astoria,40.77635,-73.93426,Entire home/apt,2,198,2019-05-31,2.01,1,257,115
Brooklyn,Greenpoint,40.72488,-73.95018,Private room,2,1,2011-03-28,0.01,1,0,55
Brooklyn,Williamsburg,40.71398,-73.95763,Private room,2,220,2019-06-22,2.17,2,8,69
Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,3,286,2019-06-27,2.81,1,191,150
Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,2,398,2019-06-28,3.97,3,182,169
Brooklyn,Greenpoint,40.73749,-73.95292,Private room,3,36,2019-07-01,0.36,28,79,179
Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,3,36,2019-06-14,0.36,1,49,150
Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,4,6,2016-02-05,0.1,1,0,135
Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,6,14,2019-04-20,0.3,1,156,350
Brooklyn,Williamsburg,40.70516,-73.95455,Private room,14,76,2019-03-31,0.76,6,343,120
Manhattan,East Village,40.72329,-73.98486,Private room,2,182,2019-07-04,1.81,1,200,71
Brooklyn,Greenpoint,40.73776,-73.95327,Private room,3,8,2016-03-27,0.09,28,60,349
Brooklyn,Greenpoint,40.73738,-73.95482,Private room,3,7,2019-05-24,0.07,28,60,349
Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,30,34,2018-09-25,0.51,2,189,165
Brooklyn,Greenpoint,40.73842,-73.95312,Private room,3,2,2011-05-12,0.02,28,60,249
Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,3,66,2016-09-16,0.68,2,0,100
Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,3,80,2019-06-30,0.85,2,106,200
Manhattan,East Village,40.72399,-73.98374,Entire home/apt,4,240,2019-06-06,2.4,1,276,169
Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,3,46,2019-07-02,1.07,1,248,185
Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,2,228,2019-06-10,2.27,1,194,65
Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,35,5,2018-09-03,0.05,1,135,130
Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,30,8,2018-08-26,0.11,1,30,199
Manhattan,East Village,40.72451,-73.98094,Entire home/apt,2,33,2019-01-02,0.33,1,0,225
Brooklyn,Greenpoint,40.73813,-73.95394,Private room,3,13,2019-06-27,0.14,28,81,179
Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,5,5,2018-07-22,0.05,1,0,150
Manhattan,East Village,40.72843,-73.98895,Entire home/apt,1,388,2019-06-26,3.88,1,142,139
Manhattan,Two Bridges,40.71271,-73.99776,Private room,3,223,2019-06-23,2.22,2,60,95
Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,15,11,2019-01-14,0.11,5,179,79
Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,2,151,2019-06-24,1.51,2,52,150
Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,5,0,,,3,365,650
Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,3,218,2019-06-28,2.26,4,324,90
Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,2,75,2019-06-23,0.76,2,237,120
Queens,Astoria,40.75961,-73.91117,Private room,1,42,2019-07-06,1.21,2,365,80
Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,2,370,2019-07-05,3.74,1,204,175
Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,5,104,2019-06-21,1.04,1,272,120
Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,7,13,2016-07-18,0.13,1,0,140
Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,5,4,2018-12-26,0.07,1,9,200
Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,4,11,2019-06-07,0.11,3,365,165
Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,4,1,2012-01-03,0.01,3,181,125
Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,30,19,2018-06-11,0.19,1,189,130
Manhattan,East Harlem,40.79406,-73.94102,Shared room,7,131,2019-05-26,1.31,2,0,65
Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,30,15,2019-05-01,0.15,1,189,123
Manhattan,Washington Heights,40.85295,-73.93361,Private room,2,136,2019-06-17,1.37,1,296,67
Queens,Queens Village,40.72413,-73.76133,Private room,1,43,2019-07-08,0.45,1,88,50
Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,7,98,2019-06-28,0.99,1,35,130
Brooklyn,Williamsburg,40.71125,-73.95613,Private room,3,31,2019-03-01,0.31,1,0,100
Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,21,45,2018-01-01,0.46,1,35,212
Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,3,124,2019-06-26,1.76,1,359,190
Brooklyn,Greenpoint,40.73861,-73.95485,Private room,3,9,2018-05-19,0.09,28,60,599
Manhattan,East Village,40.72577,-73.98745,Entire home/apt,5,166,2019-05-27,1.68,2,365,249
Queens,Rockaway Beach,40.58615,-73.81245,Private room,27,13,2015-09-21,0.13,1,335,70
Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,30,15,2019-01-05,0.16,5,282,100
Manhattan,Harlem,40.82773,-73.95231,Private room,3,380,2019-06-26,3.83,2,247,60
Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,2,86,2019-06-16,0.87,1,102,135
Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,3,248,2019-06-20,2.53,3,274,175
Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,5,49,2019-06-19,0.56,1,201,120
Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,18,54,2019-07-03,0.57,1,98,169
Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,7,3,2013-01-01,0.03,1,157,165
Manhattan,Harlem,40.8054,-73.95189,Private room,1,1,2016-01-02,0.02,1,0,90
Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,2,56,2018-12-28,0.57,1,312,225
Brooklyn,Fort Greene,40.69088,-73.97307,Private room,2,163,2019-05-24,1.66,2,331,95
Brooklyn,Crown Heights,40.67555,-73.95057,Private room,2,247,2019-06-21,2.51,2,275,55
Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,10,116,2019-05-11,1.17,1,174,85
Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,14,27,2019-05-19,0.28,2,223,199
Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,1,52,2019-06-08,0.6,3,361,211
Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,6,39,2018-09-24,0.4,1,0,145
Manhattan,Harlem,40.82399,-73.95328,Private room,14,35,2019-06-01,0.35,1,283,65
Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,1,320,2019-06-23,3.23,1,220,99
Queens,Astoria,40.76434,-73.92132,Entire home/apt,4,30,2019-06-16,0.32,1,363,110
Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,3,225,2019-06-24,2.27,4,315,80
Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,30,95,2018-05-26,0.96,1,281,150
Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,4,70,2019-06-28,0.75,1,283,110
Manhattan,Chelsea,40.74412,-74.00208,Private room,2,35,2019-01-03,0.36,1,20,290
Manhattan,East Village,40.73067,-73.98702,Private room,2,0,,,1,0,87
Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,4,50,2019-07-02,0.51,1,331,190
Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,2,29,2019-06-23,0.31,1,36,200
Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,2,23,2016-05-02,0.23,2,7,165
Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,2,142,2019-06-16,1.44,2,301,110
Manhattan,East Village,40.72533,-73.99143,Entire home/apt,2,70,2019-07-01,0.73,1,170,395
Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,2,38,2019-06-03,0.54,2,307,99
Brooklyn,Kensington,40.64302,-73.97255,Private room,1,82,2019-05-19,0.94,2,365,39
Manhattan,East Village,40.72939,-73.98857,Entire home/apt,2,403,2019-07-07,4.1,3,201,189
Manhattan,Upper West Side,40.79918,-73.96607,Private room,1,3,2014-11-06,0.03,1,0,85
Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,30,3,2014-08-04,0.03,1,316,260
Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,1,116,2019-06-13,1.18,5,271,122
Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,2,175,2019-07-07,1.79,1,139,165
Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,3,28,2019-07-01,1.21,3,209,97
Manhattan,West Village,40.73215,-74.00922,Entire home/apt,4,24,2017-12-26,0.25,1,0,170
Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,2,15,2016-06-06,0.15,1,0,125
Manhattan,Murray Hill,40.7463,-73.97926,Private room,4,105,2019-06-06,1.07,1,193,130
Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,10,22,2019-05-30,0.38,1,52,225
Brooklyn,East Flatbush,40.651,-73.94886,Private room,2,263,2019-06-24,2.69,2,136,50
Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,3,86,2019-06-20,0.91,2,286,170
Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,4,10,2017-01-01,0.1,1,0,132
Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,7,18,2019-05-27,0.21,1,18,250
Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,5,8,2018-07-08,0.21,1,9,141
Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,20,70,2019-01-31,0.73,1,3,64
Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,3,150,2019-07-05,1.55,1,277,249
Brooklyn,Crown Heights,40.6755,-73.95878,Private room,2,115,2017-05-25,1.18,1,0,79
Manhattan,East Village,40.72274,-73.97581,Entire home/apt,2,69,2019-05-26,0.71,1,233,185
Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,3,232,2019-06-22,2.41,1,221,120
Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,1,35,2018-01-13,0.41,1,355,495
Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,3,18,2013-10-01,0.21,1,0,375
Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,3,68,2019-06-10,0.69,1,277,175
Manhattan,East Village,40.72485,-73.97813,Entire home/apt,4,22,2014-11-10,0.23,1,0,150
Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,8,17,2019-05-18,0.17,1,343,259
Manhattan,East Village,40.72217,-73.98419,Private room,1,34,2016-01-05,0.58,1,0,96
Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,7,8,2014-06-06,0.08,1,0,145
Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,4,0,,,1,0,200
Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,5,2,2018-07-06,0.08,1,0,95
Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,4,52,2019-04-27,0.72,1,188,250
Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,2,74,2019-06-16,0.76,2,264,295
Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,3,18,2013-05-31,0.19,1,0,175
Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,2,72,2019-05-11,0.86,1,331,451
Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,2,191,2019-06-29,2.18,1,236,165
Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,4,0,,,1,0,250
Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,1,197,2019-06-23,2.49,1,309,77
Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,4,19,2019-07-06,0.2,1,0,250
Queens,Astoria,40.75725,-73.91098,Entire home/apt,1,414,2019-07-03,4.34,1,245,129
Brooklyn,Williamsburg,40.7102,-73.94495,Private room,2,8,2018-12-11,0.09,4,0,98
Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,2,0,,,1,8,150
Manhattan,East Village,40.72674,-73.9782,Private room,7,25,2019-02-12,0.3,1,359,95
Manhattan,Harlem,40.81156,-73.94571,Private room,3,119,2019-05-28,1.22,5,333,55
Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,2,203,2019-07-06,2.14,3,258,300
Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,2,104,2019-06-16,1.09,1,22,125
Manhattan,East Village,40.72587,-73.98438,Private room,3,175,2019-06-28,1.8,1,236,175
Manhattan,Harlem,40.82426,-73.9463,Private room,3,38,2018-05-08,0.42,3,365,75
Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,31,88,2019-06-16,0.91,1,164,72
Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,1,27,2017-10-08,0.28,4,311,165
Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,5,117,2019-06-29,1.28,1,23,165
Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,3,43,2019-05-20,0.44,2,365,75
Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,5,4,2015-03-13,0.05,1,0,130
Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,2,385,2019-06-29,4.0,1,222,139
Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,1,64,2019-07-01,0.68,3,238,88
Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,1,39,2019-06-24,0.41,3,218,80
Manhattan,Chelsea,40.74346,-73.99882,Private room,2,37,2019-07-03,1.79,1,0,150
Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,3,10,2019-01-01,0.12,1,0,200
Manhattan,East Village,40.72972,-73.97995,Entire home/apt,2,103,2019-06-24,1.08,1,235,200
Brooklyn,Williamsburg,40.71309,-73.94128,Private room,6,3,2014-08-31,0.03,1,0,90
Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,3,227,2019-06-26,2.33,1,247,295
Brooklyn,Williamsburg,40.71323,-73.95745,Entire home/apt,5,37,2018-12-27,0.79,1,15,450
Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,2,29,2019-06-28,0.35,1,119,130
Brooklyn,Williamsburg,40.71023,-73.96665,Private room,3,205,2017-12-31,2.31,3,0,89
Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,5,42,2019-06-03,0.44,2,234,198
Manhattan,East Village,40.72636,-73.98917,Entire home/apt,2,280,2019-07-05,2.92,3,257,99
Brooklyn,Greenpoint,40.72185,-73.93956,Private room,4,86,2019-06-08,0.89,3,350,46
Manhattan,SoHo,40.72351,-73.99683,Private room,2,54,2019-06-16,0.56,1,221,140
Brooklyn,Carroll Gardens,40.6809,-73.99233,Entire home/apt,7,7,2018-08-29,0.07,1,0,500
Manhattan,Morningside Heights,40.80525,-73.95916,Private room,5,57,2019-01-01,0.59,2,201,75
Manhattan,Upper West Side,40.80006,-73.96049,Entire home/apt,31,188,2018-08-23,1.94,1,259,250
Brooklyn,Bushwick,40.70283,-73.92131,Private room,3,480,2019-07-07,6.7,1,0,60
Manhattan,Washington Heights,40.84468,-73.94303,Private room,2,34,2019-06-15,0.35,1,222,75
Brooklyn,Carroll Gardens,40.68252,-73.99619,Entire home/apt,5,6,2015-08-08,0.06,1,0,350
Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,9,3,2018-05-13,0.04,2,76,205
Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,5,2,2014-08-31,0.03,1,0,219
Brooklyn,Park Slope,40.6788,-73.97643,Private room,1,20,2018-08-24,0.21,6,258,60
Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,2,129,2019-06-07,1.33,1,14,185
Manhattan,East Village,40.72578,-73.97879,Entire home/apt,3,147,2019-06-30,1.6,1,27,190
Brooklyn,South Slope,40.66085,-73.98537,Entire home/apt,28,101,2019-07-01,1.06,1,167,105
Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,2,11,2016-01-02,0.12,2,68,250
Manhattan,Harlem,40.82411,-73.94934,Private room,2,41,2019-06-16,0.43,2,59,65
Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332,Entire home/apt,2,87,2017-04-18,1.09,1,0,75
Bronx,University Heights,40.85811,-73.90675,Private room,4,117,2019-05-21,1.21,1,232,37
Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,2,86,2019-05-16,0.89,2,15,85
Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,7,0,,,2,0,106
Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,2,15,2016-02-15,0.16,1,0,79
Brooklyn,Fort Greene,40.68768,-73.97611,Private room,2,35,2019-07-02,0.55,2,161,85
Manhattan,Harlem,40.80224,-73.94558,Private room,2,17,2015-10-01,0.18,2,88,170
Manhattan,Lower East Side,40.71473,-73.98842,Private room,3,3,2016-02-15,0.04,2,337,115
Manhattan,Harlem,40.80518,-73.95359,Private room,5,43,2018-01-03,0.47,2,247,89
Manhattan,Harlem,40.80827,-73.95329,Shared room,3,168,2019-07-06,4.6,1,248,49
Brooklyn,Greenpoint,40.72901,-73.95812,Private room,3,241,2019-06-24,2.49,1,287,91
Manhattan,Gramercy,40.73476,-73.98452,Entire home/apt,2,105,2019-06-23,1.13,1,304,400
Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,2,11,2018-10-28,0.46,1,0,150
Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,30,30,2018-05-05,0.33,11,0,2000
Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,3,31,2018-10-23,0.32,1,193,97
Manhattan,East Village,40.72974,-73.98201,Private room,4,49,2019-05-07,0.51,2,43,100
Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,4,23,2019-04-13,0.24,1,25,179
Brooklyn,Greenpoint,40.72315,-73.95226,Entire home/apt,2,20,2019-06-24,0.21,2,127,500
Manhattan,Chelsea,40.73939,-73.99612,Entire home/apt,10,18,2019-06-24,0.9,1,0,429
Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,6,90,2019-06-23,0.95,1,303,189
Manhattan,Lower East Side,40.72019,-73.98217,Private room,2,99,2019-06-27,1.04,1,345,120
Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,1,6,2019-06-28,0.06,3,115,300
Queens,Astoria,40.75744,-73.92163,Entire home/apt,30,21,2018-12-01,0.22,8,200,107
Queens,Astoria,40.75695,-73.9202,Entire home/apt,30,24,2019-04-04,0.26,8,271,95
Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,2,111,2019-06-02,1.17,1,12,199
Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,2,86,2019-06-20,0.91,1,268,120
Manhattan,West Village,40.73631,-73.99977,Entire home/apt,15,66,2019-04-29,0.69,2,89,199
Bronx,Allerton,40.86466,-73.85709,Entire home/apt,2,271,2019-06-20,2.84,2,347,125
Brooklyn,Williamsburg,40.71312,-73.96199,Private room,2,227,2019-06-18,2.4,1,37,70
Brooklyn,Williamsburg,40.71297,-73.94336,Private room,4,80,2019-07-06,1.55,1,0,75
Manhattan,West Village,40.73712,-74.00166,Private room,30,5,2018-12-03,0.07,1,359,100
Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,2,187,2019-06-10,1.97,2,287,99
Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,1,2,2015-08-28,0.02,1,0,250
Brooklyn,Williamsburg,40.7158,-73.95803,Entire home/apt,6,1,2016-01-01,0.02,1,233,350
Brooklyn,Prospect Heights,40.68262,-73.97299,Entire home/apt,3,67,2018-10-20,0.7,1,129,170
Manhattan,East Village,40.73217,-73.98801,Entire home/apt,1,63,2018-01-12,0.68,1,0,165
Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,1,89,2019-07-01,1.0,1,353,99
Manhattan,Chelsea,40.74695,-74.00454,Private room,4,1,2014-04-20,0.02,1,365,255
Brooklyn,East New York,40.67497,-73.87305,Entire home/apt,3,177,2019-06-29,1.86,1,297,169
Brooklyn,Crown Heights,40.66788,-73.94813,Entire home/apt,4,90,2019-06-30,0.94,1,56,99
Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,7,39,2019-07-07,0.41,1,44,169
Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,3,42,2019-05-18,0.44,1,355,160
Brooklyn,Prospect Heights,40.67946,-73.96501,Entire home/apt,3,33,2019-05-08,0.35,1,156,215
Brooklyn,Park Slope,40.66944,-73.98083,Entire home/apt,3,179,2019-05-29,2.02,1,273,130
Manhattan,East Village,40.72566,-73.97748,Private room,3,81,2019-03-28,0.85,2,274,110
Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,28,43,2019-06-29,0.45,2,258,150
Brooklyn,Williamsburg,40.71943,-73.95958,Private room,30,52,2018-10-31,0.54,1,276,65
Queens,Sunnyside,40.74249,-73.92466,Private room,2,160,2019-06-25,1.68,1,65,75
Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,6,23,2018-05-21,0.27,2,0,149
Manhattan,Upper West Side,40.7969,-73.96128,Private room,6,35,2017-06-18,0.37,1,180,89
Manhattan,Washington Heights,40.83403,-73.94553,Private room,1,225,2019-06-12,2.35,1,343,50
Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,Private room,1,401,2019-07-04,6.62,2,43,43
Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,1,72,2019-06-17,0.84,2,96,42
Brooklyn,Williamsburg,40.70275,-73.94501,Private room,1,46,2018-12-30,0.97,1,59,85
Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,Entire home/apt,3,83,2019-06-23,1.19,1,255,139
